Run_Name,Actual,Predicted,MSE,Confidence
2905,Normal,Normal,0.4587985,0.6135079543926646
2905,Normal,Normal,0.44021595,0.8700619297553432
2905,Normal,Normal,0.495385,0.8595411691995412
2905,Normal,Normal,0.47583514,0.876684393790232
2905,Normal,Normal,0.42604932,0.845277051736403
2905,Normal,Normal,0.43096098,0.9367137656049079
2905,Normal,Normal,0.42698902,0.8460025647680909
2905,Normal,Normal,0.43222484,0.7213986013871716
2905,Normal,He Chuck,0.43897328,0.6169403616114523
2906,Normal,Normal,0.23198989,0.876112055485806
2906,Normal,Normal,0.33998355,0.9366855570592421
2906,Normal,Normal,0.25049308,0.9329140178910189
2906,Normal,Normal,0.25929886,0.9743233331302025
2906,Normal,Normal,0.27712706,0.9772519401866473
2906,Normal,Normal,0.2770023,0.8974676954285417
2906,Normal,Normal,0.2898291,0.7713666340185864
2906,Normal,Normal,0.27428252,0.5705183713340045
2906,Normal,Normal,0.25556642,0.9182650845751804
2906,Normal,Normal,0.2814561,0.9673387191513289
2906,Normal,He Chuck,0.30804005,0.6013670506754383
2906,Normal,Normal,0.25626966,0.9367306341156015
2906,Normal,Normal,0.3090331,0.9484690540721155
2906,Normal,Normal,0.20084375,0.9649471935144943
2906,Normal,Normal,0.27475125,0.9136496044437786
2906,Normal,Normal,0.34964854,0.8586183852713241
2906,Normal,Normal,0.48522744,0.664146606393077
2906,Normal,Normal,0.5790761,0.839694700110548
2906,Normal,He Chuck,0.542603,0.5502068677888362
2906,Normal,Normal,0.5514686,0.6519238086264398
2906,Normal,Normal,0.5305979,0.6658777084083343
2906,Normal,He Chuck,0.69646406,0.6181234130854553
2906,Normal,Normal,0.80205894,0.6416603568042302
2906,Normal,UNKNOWN FAULT,1.0329144,0.7806913558903428
2906,Normal,Cl2 -5,0.46908528,0.9569464888144932
2906,Normal,Normal,0.44424918,0.5995586356171065
2906,Normal,Normal,0.39279765,0.5076874830468003
2906,Normal,Normal,0.49240813,0.858108518921254
2906,Normal,Normal,0.43699026,0.945166118456466
2906,Normal,Normal,0.40833917,0.7793505956560535
2906,Normal,Normal,0.43059173,0.8476382397883114
2906,Normal,Normal,0.45517835,0.9246252984388852
2906,Normal,Normal,0.4421115,0.9211242087672759
2906,Normal,Normal,0.4348882,0.9158217362798333
2906,Normal,He Chuck,0.4412804,0.9239514368725428
2906,Normal,Normal,0.43378612,0.6663138448190703
2906,Normal,Normal,0.44641727,0.9260581722833341
2906,Normal,Normal,0.4315143,0.607350627503003
2907,Normal,Normal,0.25459257,0.834857139377293
2907,Normal,Normal,0.27510014,0.8845308814102636
2907,Normal,Normal,0.35498533,0.67632208057486
2907,Normal,Normal,0.32553446,0.9450780737683498
2907,Normal,Normal,0.29443127,0.895733151862503
2907,Normal,Normal,0.39564618,0.9769853030018268
2907,Normal,Normal,0.30110028,0.9221775152360087
2907,Normal,Normal,0.27629375,0.9438204348297773
2907,Normal,Normal,0.2858036,0.8816215339811125
2907,Normal,He Chuck,0.3070583,0.5494105486340821
2907,Normal,Normal,0.33791578,0.8129212322030589
2907,Normal,Normal,0.30184418,0.8979117163806501
2907,Normal,Normal,0.24156834,0.8794725894461382
2907,Normal,Normal,0.23045698,0.8980915789291531
2907,Normal,Normal,0.35380602,0.926879481011115
2907,Normal,Normal,0.43627855,0.6537477518471332
2907,Normal,He Chuck,0.48861298,0.8108200416256667
2907,Normal,Normal,0.73212266,0.6064007631932012
2907,Normal,Normal,0.6088446,0.6321958256467409
2907,Normal,Normal,0.6139818,0.5037419609113758
2907,Normal,Normal,0.51117355,0.6797839708749012
2907,Normal,He Chuck,0.70442045,0.9147671320723978
2907,Normal,Normal,0.85930264,0.5147221685280045
2907,Normal,UNKNOWN FAULT,0.91127086,0.6126602786120605
2907,Normal,Cl2 -5,0.43736535,0.7304336062534569
2907,Normal,Normal,0.48325542,0.5004593465882787
2907,Normal,Normal,0.50319004,0.8361430095545779
2907,Normal,Normal,0.4292256,0.8924178998732618
2907,Normal,Normal,0.43113735,0.8502849766118226
2907,Normal,Normal,0.4421979,0.8195340304183082
2907,Normal,Normal,0.50130165,0.9346724493397133
2907,Normal,Normal,0.44937724,0.7167517476620615
2907,Normal,Normal,0.3730077,0.6701257660504871
2907,Normal,Normal,0.41762054,0.6765196653193507
2907,Normal,Normal,0.41953832,0.6194915939713199
2907,Normal,Normal,0.43182606,0.6679591011551331
2907,Normal,Normal,0.4227062,0.9556904534242011
2907,Normal,Normal,0.46694824,0.9115207877690292
2908,Normal,Normal,0.20409948,0.9055532837268528
2908,Normal,Normal,0.26192248,0.7003866084466078
2908,Normal,Normal,0.32722813,0.8807115300354438
2908,Normal,Normal,0.3819356,0.9588626397532062
2908,Normal,Normal,0.3913722,0.9447824866044191
2908,Normal,Normal,0.3582175,0.9535782013786264
2908,Normal,Normal,0.28736347,0.9326441288639058
2908,Normal,Normal,0.2800912,0.977101032005782
2908,Normal,Normal,0.26363745,0.9028118493243937
2908,Normal,Normal,0.30801946,0.9096032458720356
2908,Normal,Normal,0.28208986,0.9747670343113669
2908,Normal,Normal,0.32472312,0.8212502001883382
2908,Normal,Normal,0.2738708,0.9755243244627786
2908,Normal,Normal,0.17729083,0.9339519411435055
2908,Normal,Normal,0.37782612,0.912013689394992
2908,Normal,Normal,0.44163036,0.8046853952663309
2908,Normal,Normal,0.57993263,0.6447590293555416
2908,Normal,UNKNOWN FAULT,1.0781199,0.9759626886191795
2908,Normal,Normal,0.6155169,0.639308174554965
2908,Normal,Normal,0.5433893,0.5438426640245645
2908,Normal,He Chuck,0.5758867,0.6673007327750735
2908,Normal,He Chuck,0.725299,0.913727530167634
2908,Normal,He Chuck,0.67249817,0.794943133995981
2908,Normal,He Chuck,0.4986332,0.543838049443886
2908,Normal,Normal,0.48065668,0.5999362476238389
2908,Normal,Normal,0.43526363,0.9016032882078868
2908,Normal,Normal,0.43114176,0.8128245276795937
2908,Normal,Normal,0.47355303,0.6757290878020519
2908,Normal,Normal,0.43121016,0.8652829651380523
2908,Normal,Normal,0.4779942,0.7904314701325792
2908,Normal,Normal,0.45195824,0.9429834137403428
2908,Normal,Normal,0.41110006,0.632500483430943
2908,Normal,Normal,0.39147347,0.9247127220513488
2908,Normal,Normal,0.41032523,0.6957985196577696
2908,Normal,Normal,0.4294188,0.9532420617034356
2908,Normal,Normal,0.41754746,0.94537735142887
2908,Normal,Normal,0.4698978,0.7869052584382384
2908,Normal,Normal,0.43063796,0.7328767941802883
2909,Normal,Normal,0.25967982,0.9388636937713853
2909,Normal,Normal,0.28332937,0.782773468115249
2909,Normal,Normal,0.29774,0.806306990090674
2909,Normal,Normal,0.30032328,0.9273869683316246
2909,Normal,Normal,0.2661594,0.871331920422205
2909,Normal,Normal,0.27312565,0.8885724352577926
2909,Normal,Normal,0.29177734,0.93523395041139
2909,Normal,Normal,0.31670576,0.8999635373338056
2909,Normal,Normal,0.28117508,0.918700382729646
2909,Normal,Normal,0.39723855,0.7786993426401385
2909,Normal,He Chuck,0.26794747,0.9445542861321771
2909,Normal,Normal,0.27164373,0.9142736236889073
2909,Normal,Normal,0.2510653,0.8318408108958764
2909,Normal,Normal,0.22077608,0.8852139604054454
2909,Normal,Normal,0.3268413,0.9317399512060166
2909,Normal,Normal,0.4450313,0.6877279105895124
2909,Normal,He Chuck,0.56410944,0.6471493687492403
2909,Normal,He Chuck,0.68046546,0.5137081404143728
2909,Normal,He Chuck,0.6256245,0.6058661237006847
2909,Normal,He Chuck,0.5521296,0.6261869154680079
2909,Normal,Normal,0.60338706,0.9999120740934326
2909,Normal,Normal,0.7382284,0.9999366624908375
2909,Normal,He Chuck,0.7796485,0.6945968538111748
2909,Normal,UNKNOWN FAULT,0.9050044,0.842975459173918
2909,Normal,Normal,0.4795171,0.6648789587769136
2909,Normal,Normal,0.45604086,0.7895986697768359
2909,Normal,Normal,0.439566,0.9738423811381616
2909,Normal,Normal,0.41311762,0.9849793135450535
2909,Normal,Normal,0.43199536,0.986066014557238
2909,Normal,Normal,0.3884186,0.9297729746062843
2909,Normal,Normal,0.45839885,0.9501273858263635
2909,Normal,Normal,0.4543316,0.9429391593175307
2909,Normal,Normal,0.38601932,0.9536680658178425
2909,Normal,Normal,0.43403453,0.9725737709255953
2909,Normal,Normal,0.43962237,0.7679537729410283
2909,Normal,Normal,0.43671837,0.8916789602983486
2909,Normal,Normal,0.41697878,0.8182917259912541
2909,Normal,He Chuck,0.4459726,0.5427075480857727
2910,Normal,Normal,0.53874755,0.892208841567129
2910,Normal,Normal,0.5048175,0.7862741191987364
2910,Normal,Normal,0.5734849,0.9442395384829348
2910,Normal,Normal,0.45496053,0.9506579215112496
2910,Normal,Normal,0.61411756,0.9312460668773151
2910,Normal,He Chuck,0.4224852,0.5210093509748979
2910,Normal,Normal,0.4327434,0.9281936261342965
2910,Normal,Normal,0.46477115,0.5522778221174158
2910,Normal,Normal,0.41676635,0.9169193326195769
2910,Normal,Normal,0.43890554,0.9144606089572834
2910,Normal,Normal,0.4099911,0.8855724620323782
2910,Normal,Normal,0.47149435,0.8815846905543975
2910,Normal,Normal,0.51300967,0.8552371939584391
2910,Normal,Normal,0.6142908,0.7614474200912702
2910,Normal,Normal,0.7214905,0.8358097128717015
2910,Normal,Normal,0.68529075,0.8081473943829995
2910,Normal,UNKNOWN FAULT,0.9843422,0.6274922685938225
2910,Normal,UNKNOWN FAULT,1.0089881,0.8927556811555467
2910,Normal,He Chuck,0.97944885,0.6164593259117342
2910,Normal,He Chuck,0.80726093,0.672275424981781
2910,Normal,UNKNOWN FAULT,0.97656655,0.6218429840426084
2910,Normal,UNKNOWN FAULT,0.9237877,0.5936172437989569
2910,Normal,He Chuck,0.87777084,0.7560737964597087
2910,Normal,He Chuck,0.6255244,0.5054226770032497
2910,Normal,Normal,0.66120696,0.7272545735721792
2910,Normal,Normal,0.59627604,0.7787415882760058
2910,Normal,He Chuck,0.49732202,0.5110279397541365
2910,Normal,Normal,0.54778385,0.7861199081799961
2910,Normal,He Chuck,0.5456899,0.562758894213998
2910,Normal,He Chuck,0.8108407,0.5973176499198799
2910,Normal,Normal,0.78943986,0.8545732939210477
2910,Normal,Normal,0.24664637,0.937837407245391
2910,Normal,Normal,0.44236973,0.9814178764823203
2910,Normal,Normal,0.47064477,0.7836433401927674
2910,Normal,Normal,0.46307075,0.8290691448035457
2910,Normal,Normal,0.45928237,0.8771883830670067
2910,Normal,Normal,0.4627369,0.6024153353120103
2910,Normal,He Chuck,0.46957412,0.8403065483587255
2911,Normal,Normal,0.2503724,0.9034933026308714
2911,Normal,Normal,0.28800204,0.966349003706577
2911,Normal,He Chuck,0.3057567,0.5609492159864642
2911,Normal,Normal,0.3969464,0.7731109597684295
2911,Normal,Normal,0.2776699,0.6798998997798478
2911,Normal,Normal,0.3746808,0.9083522134502963
2911,Normal,Normal,0.30168208,0.6567227154810421
2911,Normal,He Chuck,0.29095107,0.7088048454447023
2911,Normal,Normal,0.31903437,0.728134611069458
2911,Normal,Normal,0.28127107,0.6822810361827342
2911,Normal,He Chuck,0.2652247,0.5802533742083084
2911,Normal,He Chuck,0.29341432,0.5623683698857077
2911,Normal,He Chuck,0.22098458,0.8850760477909329
2911,Normal,He Chuck,0.2126407,0.7499701870885342
2911,Normal,Normal,0.6217737,0.8343090409624955
2911,Normal,Normal,0.4252982,0.8629347515182995
2911,Normal,He Chuck,0.53287154,0.6639139207524554
2911,Normal,He Chuck,0.7430773,0.6096759600967857
2911,Normal,He Chuck,0.5890379,0.9906847762766063
2911,Normal,He Chuck,0.48337328,0.9203476169739735
2911,Normal,He Chuck,0.61933744,0.9696862895245353
2911,Normal,He Chuck,0.7367835,0.5764136448933957
2911,Normal,He Chuck,0.7863998,0.8745411561852107
2911,Normal,He Chuck,0.6576964,0.8948904295841458
2911,Normal,Normal,0.4690588,0.8233577725960005
2911,Normal,Normal,0.46130738,0.9190045928996148
2911,Normal,Normal,0.4713058,0.9770513352370768
2911,Normal,Normal,0.43893358,0.9363116180192185
2911,Normal,UNKNOWN FAULT,0.9472283,0.9970883597291267
2911,Normal,Normal,0.41926172,0.9716108284595917
2911,Normal,Normal,0.52903354,0.9740734703273495
2911,Normal,Normal,0.19732396,0.955012157133939
2911,Normal,Normal,0.43897316,0.9649236862789349
2911,Normal,He Chuck,0.42332286,0.7148342311805491
2911,Normal,Normal,0.42153755,0.9169872221285363
2911,Normal,Normal,0.42471528,0.9230464399413647
2911,Normal,Normal,0.4389422,0.9296848168842486
2911,Normal,Normal,0.44150746,0.850940268654156
2912,Normal,Normal,0.23759903,0.811521450932465
2912,Normal,Normal,0.31926706,0.9177688382263883
2912,Normal,Normal,0.304517,0.9843039942452237
2912,Normal,Normal,0.29255185,0.6589313075135126
2912,Normal,Normal,0.29275358,0.9664701108061238
2912,Normal,Normal,0.31971467,0.6621748023679679
2912,Normal,He Chuck,0.3106334,0.7950606277156645
2912,Normal,Normal,0.31993622,0.5992087760127965
2912,Normal,He Chuck,0.36561525,0.6840295268088759
2912,Normal,Normal,0.3801752,0.6489452227879755
2912,Normal,Normal,0.31056964,0.7307849142921181
2912,Normal,Normal,0.32946128,0.8378718239825376
2912,Normal,He Chuck,0.35924572,0.569833662946647
2912,Normal,Normal,0.25708726,0.809698487074227
2912,Normal,Normal,0.3965432,0.6729952657219173
2912,Normal,Normal,0.46851337,0.6851996713637147
2912,Normal,Normal,0.7127462,0.5308151388562038
2912,Normal,Normal,0.6901245,0.5569470283939887
2912,Normal,He Chuck,0.67754227,0.7401181855347408
2912,Normal,Normal,0.56780756,0.5596504675834152
2912,Normal,He Chuck,0.6069112,0.5421252030626305
2912,Normal,He Chuck,0.795225,0.961049530112144
2912,Normal,He Chuck,0.76558495,0.7385667032562695
2912,Normal,He Chuck,0.57721955,0.6148709572896432
2912,Normal,Normal,0.4264155,0.952173477722737
2912,Normal,Normal,0.45918134,0.8217903012706773
2912,Normal,Normal,0.46326303,0.9456506559535116
2912,Normal,Normal,0.4898416,0.9614644546157227
2912,Normal,Normal,0.5004936,0.9050056265030677
2912,Normal,Normal,0.59583354,0.9315574150278186
2912,Normal,TCP +10,0.48707086,0.5632644893006818
2912,Normal,Normal,0.22651355,0.7732315592810329
2912,Normal,Normal,0.44277766,0.8609554445904201
2912,Normal,Normal,0.47026733,0.9573111872654155
2912,Normal,Normal,0.46535373,0.9656654950545804
2912,Normal,Normal,0.44307727,0.9491269600645215
2912,Normal,Normal,0.42654657,0.8272936823135725
2912,Normal,Normal,0.45316038,0.5090765732620472
2913,Normal,Normal,0.21398571,0.7237052632738185
2913,Normal,Normal,0.36899078,0.9361647400357389
2913,Normal,Normal,0.29546726,0.6545186057418181
2913,Normal,Normal,0.294002,0.962315518564203
2913,Normal,Normal,0.33597866,0.9077799167210129
2913,Normal,Normal,0.28557634,0.8556751417051426
2913,Normal,Normal,0.27970973,0.9824069674240808
2913,Normal,Normal,0.29206368,0.9793114923077231
2913,Normal,Normal,0.36966023,0.9802250174103828
2913,Normal,Normal,0.31309876,0.7031050711575139
2913,Normal,Normal,0.41752443,0.5740790556709345
2913,Normal,Normal,0.33422714,0.9449144865751714
2913,Normal,Normal,0.22064058,0.8568057191361856
2913,Normal,Normal,0.2606488,0.9629056804779097
2913,Normal,Normal,0.3984247,0.949592734447926
2913,Normal,Normal,0.48914024,0.9220682854763795
2913,Normal,He Chuck,0.6132695,0.6871796152934828
2913,Normal,He Chuck,0.9159635,0.8366945920966642
2913,Normal,He Chuck,0.70676607,0.6063154890875808
2913,Normal,Normal,0.48751506,0.7688450687024977
2913,Normal,Normal,0.6649585,0.5765187624269935
2913,Normal,He Chuck,0.9196323,0.763462856771685
2913,Normal,He Chuck,0.86196333,0.4947428065240991
2913,Normal,Normal,0.55591875,0.5363293140690228
2913,Normal,Normal,0.48986503,0.7137953903103393
2913,Normal,Normal,0.45107347,0.854547290174928
2913,Normal,Normal,0.53993845,0.9467267388499295
2913,Normal,Normal,0.5042296,0.9541601491318054
2913,Normal,Normal,0.5411011,0.9668467807530117
2913,Normal,Normal,0.51186657,0.9886581898216454
2913,Normal,Normal,0.4737378,0.9554286602157079
2913,Normal,Normal,0.25050747,0.9823476814580281
2913,Normal,Normal,0.42869985,0.9674830051999864
2913,Normal,Normal,0.4223446,0.9369797525898392
2913,Normal,Normal,0.42220628,0.667859861495915
2913,Normal,He Chuck,0.42098558,0.7936106181623556
2913,Normal,Normal,0.41457707,0.9413948658684828
2913,Normal,He Chuck,0.46642035,0.9151158235922057
2914,Normal,Normal,0.2703859,0.7830628140610413
2914,Normal,Normal,0.31268775,0.9320407095659545
2914,Normal,Normal,0.25352493,0.9188579834912601
2914,Normal,Normal,0.32760447,0.7749549419099434
2914,Normal,He Chuck,0.28244862,0.5637963277237409
2914,Normal,He Chuck,0.32385045,0.5726425929971779
2914,Normal,Normal,0.3281977,0.7167302981472502
2914,Normal,Normal,0.30241215,0.6820131201429618
2914,Normal,Normal,0.32966855,0.9791262780519385
2914,Normal,Normal,0.34788913,0.8007705690264502
2914,Normal,Normal,0.2787186,0.9770707971827727
2914,Normal,Normal,0.30095476,0.8998431331891549
2914,Normal,Normal,0.2913515,0.939293193341504
2914,Normal,Normal,0.34713525,0.9710643538482351
2914,Normal,Normal,0.47128776,0.9510764910813276
2914,Normal,Normal,0.53976536,0.802646317852894
2914,Normal,Normal,0.6069941,0.6686035019755304
2914,Normal,Normal,0.7394446,0.5566806429439719
2914,Normal,Normal,0.58026,0.6873176860539976
2914,Normal,Normal,0.53876954,0.8634086147730067
2914,Normal,He Chuck,0.6616804,0.6636672105663587
2914,Normal,He Chuck,0.8577236,0.7112352854612533
2914,Normal,He Chuck,0.8284727,0.5622058853527014
2914,Normal,He Chuck,0.6229865,0.6686016079776668
2914,Normal,Normal,0.47160846,0.8859226406415774
2914,Normal,Normal,0.58250135,0.9473867203309746
2914,Normal,Normal,0.51742005,0.8641495670903464
2914,Normal,Normal,0.43706533,0.9734407784357239
2914,Normal,Normal,0.447764,0.9288818584246777
2914,Normal,Normal,0.46760455,0.9442094133832923
2914,Normal,Normal,0.4570602,0.9124054694796284
2914,Normal,Normal,0.21142682,0.6693059459454419
2914,Normal,Normal,0.42189193,0.5743700894010485
2914,Normal,Normal,0.424627,0.6265701867054035
2914,Normal,Normal,0.4396736,0.8376167723278387
2914,Normal,Normal,0.42629626,0.8949027495174218
2914,Normal,Normal,0.4194224,0.8767672270158147
2914,Normal,He Chuck,0.4144443,0.6259092134226009
2915,TCP +50,Normal,0.45607856,0.5404353932683993
2915,TCP +50,TCP +10,0.5189028,0.9315913832907836
2915,TCP +50,TCP +10,0.70115006,0.9526644073613345
2915,TCP +50,TCP +10,0.6451876,0.9702240765545425
2915,TCP +50,TCP +10,0.57523435,0.9420636811897795
2915,TCP +50,Normal,0.5601002,0.628199248992142
2915,TCP +50,TCP +10,0.7396731,0.8024695900089418
2915,TCP +50,TCP +10,0.58140355,0.8985769356641539
2915,TCP +50,TCP +10,0.59782493,0.4122995471221904
2915,TCP +50,Normal,0.62364995,0.6649192353332971
2915,TCP +50,TCP +10,0.6006664,0.47935789655135613
2915,TCP +50,TCP +10,0.5139676,0.9389761666630576
2915,TCP +50,Normal,0.36573532,0.42523482408444946
2915,TCP +50,Normal,0.7687418,0.7243207744322774
2915,TCP +50,UNKNOWN FAULT,1.014819,0.5156526919612066
2915,TCP +50,He Chuck,1.3296827,0.6405336756972148
2915,TCP +50,TCP +10,1.4658328,0.7473043443231246
2915,TCP +50,UNKNOWN FAULT,1.1945056,0.8418940279248006
2915,TCP +50,UNKNOWN FAULT,1.1924175,0.7673115891003905
2915,TCP +50,TCP +10,0.86199814,0.9125501422947087
2915,TCP +50,TCP +10,1.1196148,0.8919251968103593
2915,TCP +50,TCP +10,1.2159587,0.8405519826651118
2915,TCP +50,TCP +10,1.2214211,0.9840996002563577
2915,TCP +50,TCP +10,0.91835505,0.9995105734260269
2915,TCP +50,TCP +10,0.9350194,0.7812276907956319
2915,TCP +50,TCP +10,0.8893281,0.9977173977397614
2915,TCP +50,TCP +10,0.8787383,0.9800943055828741
2915,TCP +50,TCP +10,0.8839175,0.44378577206428144
2915,TCP +50,TCP +10,0.7808545,0.9982745596285381
2915,TCP +50,TCP +10,0.9208994,0.9989000225741252
2915,TCP +50,TCP +10,0.84799767,0.9872385474309912
